week_start_date,product_id,store_id,opening_stock,units_received,units_sold,closing_stock,stockout_flag
2024-01-15,BEV-019,STR-027,241,148,59,330,False
2024-01-15,BEV-020,STR-027,239,70,214,95,False
2024-01-15,BEV-001,STR-028,197,43,116,124,False
2024-01-15,BEV-002,STR-028,251,95,179,167,False
2024-01-15,BEV-003,STR-028,163,56,35,184,False
2024-01-15,BEV-004,STR-028,163,85,61,187,False
2024-01-15,BEV-005,STR-028,93,107,54,146,False
2024-01-15,BEV-006,STR-028,94,80,73,101,False
2024-01-15,BEV-007,STR-028,256,117,77,296,False
2024-01-15,BEV-008,STR-028,196,22,37,181,False
2024-01-15,BEV-009,STR-028,154,34,116,72,False
2024-01-15,BEV-010,STR-028,111,30,45,96,False
2024-01-15,BEV-011,STR-028,210,45,130,125,False
2024-01-15,BEV-012,STR-028,86,111,74,123,False
2024-01-15,BEV-013,STR-028,262,58,142,178,False
2024-01-15,BEV-014,STR-028,83,49,182,0,True
2024-01-15,BEV-015,STR-028,245,70,78,237,False
2024-01-15,BEV-016,STR-028,285,55,222,118,False
2024-01-15,BEV-017,STR-028,174,132,51,255,False
2024-01-15,BEV-018,STR-028,196,79,62,213,False
2024-01-15,BEV-019,STR-028,130,34,20,144,False
2024-01-15,BEV-020,STR-028,280,110,71,319,False
2024-01-15,BEV-001,STR-029,203,103,29,277,False
2024-01-15,BEV-002,STR-029,235,23,117,141,False
2024-01-15,BEV-003,STR-029,100,110,40,170,False
2024-01-15,BEV-004,STR-029,272,88,100,260,False
2024-01-15,BEV-005,STR-029,217,69,82,204,False
2024-01-15,BEV-006,STR-029,292,29,70,251,False
2024-01-15,BEV-007,STR-029,169,86,75,180,False
2024-01-15,BEV-008,STR-029,99,130,51,178,False
2024-01-15,BEV-009,STR-029,148,44,74,118,False
2024-01-15,BEV-010,STR-029,168,73,77,164,False
2024-01-15,BEV-011,STR-029,91,84,55,120,False
2024-01-15,BEV-012,STR-029,261,86,32,315,False
2024-01-15,BEV-013,STR-029,228,98,106,220,False
2024-01-15,BEV-014,STR-029,211,38,82,167,False
2024-01-15,BEV-015,STR-029,160,74,94,140,False
2024-01-15,BEV-016,STR-029,140,120,67,193,False
2024-01-15,BEV-017,STR-029,231,43,57,217,False
2024-01-15,BEV-018,STR-029,133,100,107,126,False
2024-01-15,BEV-019,STR-029,279,38,116,201,False
2024-01-15,BEV-020,STR-029,282,56,76,262,False
2024-01-15,BEV-001,STR-030,107,99,111,95,False
2024-01-15,BEV-002,STR-030,287,90,125,252,False
2024-01-15,BEV-003,STR-030,228,40,40,228,False
2024-01-15,BEV-004,STR-030,248,54,48,254,False
2024-01-15,BEV-005,STR-030,189,20,36,173,False
2024-01-15,BEV-006,STR-030,285,111,160,236,False
2024-01-15,BEV-007,STR-030,289,110,68,331,False
2024-01-15,BEV-008,STR-030,149,20,39,130,False
2024-01-15,BEV-009,STR-030,228,118,28,318,False
2024-01-15,BEV-010,STR-030,171,101,46,226,False
2024-01-15,BEV-011,STR-030,195,144,38,301,False
2024-01-15,BEV-012,STR-030,131,118,45,204,False
2024-01-15,BEV-013,STR-030,132,104,45,191,False
2024-01-15,BEV-014,STR-030,159,75,68,166,False
2024-01-15,BEV-015,STR-030,297,122,72,347,False
2024-01-15,BEV-016,STR-030,280,106,212,174,False
2024-01-15,BEV-017,STR-030,273,52,68,257,False
2024-01-15,BEV-018,STR-030,295,42,22,315,False
2024-01-15,BEV-019,STR-030,85,104,137,52,False
2024-01-15,BEV-020,STR-030,254,24,26,252,False
2024-01-15,BEV-001,STR-031,156,102,187,71,False
2024-01-15,BEV-002,STR-031,88,22,68,42,False
2024-01-15,BEV-003,STR-031,268,65,99,234,False
2024-01-15,BEV-004,STR-031,263,58,158,163,False
2024-01-15,BEV-005,STR-031,92,60,99,53,False
2024-01-15,BEV-006,STR-031,218,60,97,181,False
2024-01-15,BEV-007,STR-031,154,54,109,99,False
2024-01-15,BEV-008,STR-031,242,86,75,253,False
2024-01-15,BEV-009,STR-031,211,43,71,183,False
2024-01-15,BEV-010,STR-031,173,115,73,215,False
2024-01-15,BEV-011,STR-031,192,103,53,242,False
2024-01-15,BEV-012,STR-031,243,75,117,201,False
2024-01-15,BEV-013,STR-031,83,77,40,120,False
2024-01-15,BEV-014,STR-031,141,41,119,63,False
2024-01-15,BEV-015,STR-031,83,147,92,138,False
2024-01-15,BEV-016,STR-031,243,54,96,201,False
2024-01-15,BEV-017,STR-031,112,124,67,169,False
2024-01-15,BEV-018,STR-031,262,140,169,233,False
2024-01-15,BEV-019,STR-031,254,83,100,237,False
2024-01-15,BEV-020,STR-031,200,37,87,150,False
2024-01-15,BEV-001,STR-032,82,78,119,41,False
2024-01-15,BEV-002,STR-032,195,58,47,206,False
2024-01-15,BEV-003,STR-032,298,83,90,291,False
2024-01-15,BEV-004,STR-032,280,100,38,342,False
2024-01-15,BEV-005,STR-032,139,124,71,192,False
2024-01-15,BEV-006,STR-032,249,128,88,289,False
2024-01-15,BEV-007,STR-032,84,65,153,0,True
2024-01-15,BEV-008,STR-032,211,33,28,216,False
2024-01-15,BEV-009,STR-032,90,41,112,19,False
2024-01-15,BEV-010,STR-032,185,24,45,164,False
2024-01-15,BEV-011,STR-032,260,98,78,280,False
2024-01-15,BEV-012,STR-032,103,32,54,81,False
2024-01-15,BEV-013,STR-032,175,45,33,187,False
2024-01-15,BEV-014,STR-032,119,45,57,107,False
2024-01-15,BEV-015,STR-032,252,49,53,248,False
2024-01-15,BEV-016,STR-032,143,130,36,237,False
2024-01-15,BEV-017,STR-032,152,107,108,151,False
2024-01-15,BEV-018,STR-032,203,147,61,289,False
2024-01-15,BEV-019,STR-032,117,90,104,103,False
2024-01-15,BEV-020,STR-032,219,55,23,251,False
2024-01-15,BEV-001,STR-033,201,30,65,166,False
2024-01-15,BEV-002,STR-033,207,46,27,226,False
2024-01-15,BEV-003,STR-033,270,93,30,333,False
2024-01-15,BEV-004,STR-033,274,100,31,343,False
2024-01-15,BEV-005,STR-033,186,84,27,243,False
2024-01-15,BEV-006,STR-033,241,146,106,281,False
2024-01-15,BEV-007,STR-033,113,83,55,141,False
2024-01-15,BEV-008,STR-033,96,124,95,125,False
2024-01-15,BEV-009,STR-033,263,108,101,270,False
2024-01-15,BEV-010,STR-033,187,87,186,88,False
2024-01-15,BEV-011,STR-033,241,61,38,264,False
2024-01-15,BEV-012,STR-033,248,31,105,174,False
2024-01-15,BEV-013,STR-033,147,60,81,126,False
2024-01-15,BEV-014,STR-033,221,23,36,208,False
2024-01-15,BEV-015,STR-033,205,96,57,244,False
2024-01-15,BEV-016,STR-033,153,28,29,152,False
2024-01-15,BEV-017,STR-033,250,20,40,230,False
2024-01-15,BEV-018,STR-033,187,112,104,195,False
2024-01-15,BEV-019,STR-033,288,91,58,321,False
2024-01-15,BEV-020,STR-033,96,108,126,78,False
2024-01-15,BEV-001,STR-034,99,78,95,82,False
2024-01-15,BEV-002,STR-034,296,140,46,390,False
2024-01-15,BEV-003,STR-034,156,69,71,154,False
2024-01-15,BEV-004,STR-034,173,74,45,202,False
2024-01-15,BEV-005,STR-034,130,95,42,183,False
2024-01-15,BEV-006,STR-034,209,33,71,171,False
2024-01-15,BEV-007,STR-034,185,96,106,175,False
2024-01-15,BEV-008,STR-034,208,138,83,263,False
2024-01-15,BEV-009,STR-034,190,20,82,128,False
2024-01-15,BEV-010,STR-034,190,45,117,118,False
2024-01-15,BEV-011,STR-034,195,32,70,157,False
2024-01-15,BEV-012,STR-034,113,81,37,157,False
2024-01-15,BEV-013,STR-034,152,70,107,115,False
2024-01-15,BEV-014,STR-034,290,60,49,301,False
2024-01-15,BEV-015,STR-034,134,113,29,218,False
2024-01-15,BEV-016,STR-034,268,21,129,160,False
2024-01-15,BEV-017,STR-034,283,21,66,238,False
2024-01-15,BEV-018,STR-034,235,73,108,200,False
2024-01-15,BEV-019,STR-034,299,113,38,374,False
2024-01-15,BEV-020,STR-034,137,80,113,104,False
2024-01-15,BEV-001,STR-035,183,37,42,178,False
2024-01-15,BEV-002,STR-035,221,44,99,166,False
2024-01-15,BEV-003,STR-035,217,119,43,293,False
2024-01-15,BEV-004,STR-035,127,72,27,172,False
2024-01-15,BEV-005,STR-035,216,46,24,238,False
2024-01-15,BEV-006,STR-035,138,76,73,141,False
2024-01-15,BEV-007,STR-035,274,129,48,355,False
2024-01-15,BEV-008,STR-035,185,43,77,151,False
2024-01-15,BEV-009,STR-035,291,98,158,231,False
2024-01-15,BEV-010,STR-035,277,103,105,275,False
2024-01-15,BEV-011,STR-035,293,21,36,278,False
2024-01-15,BEV-012,STR-035,261,67,83,245,False
2024-01-15,BEV-013,STR-035,177,65,32,210,False
2024-01-15,BEV-014,STR-035,264,114,141,237,False
2024-01-15,BEV-015,STR-035,237,116,34,319,False
2024-01-15,BEV-016,STR-035,248,132,39,341,False
2024-01-15,BEV-017,STR-035,100,106,173,33,False
2024-01-15,BEV-018,STR-035,121,32,72,81,False
2024-01-15,BEV-019,STR-035,124,109,216,17,False
2024-01-15,BEV-020,STR-035,261,44,191,114,False
2024-01-15,BEV-001,STR-036,256,123,72,307,False
2024-01-15,BEV-002,STR-036,243,90,63,270,False
2024-01-15,BEV-003,STR-036,198,103,116,185,False
2024-01-15,BEV-004,STR-036,231,111,31,311,False
2024-01-15,BEV-005,STR-036,192,88,73,207,False
2024-01-15,BEV-006,STR-036,131,52,118,65,False
2024-01-15,BEV-007,STR-036,132,57,207,0,True
2024-01-15,BEV-008,STR-036,251,24,97,178,False
2024-01-15,BEV-009,STR-036,197,50,57,190,False
2024-01-15,BEV-010,STR-036,216,51,52,215,False
2024-01-15,BEV-011,STR-036,248,24,120,152,False
2024-01-15,BEV-012,STR-036,258,73,53,278,False
2024-01-15,BEV-013,STR-036,298,47,70,275,False
2024-01-15,BEV-014,STR-036,250,31,35,246,False
2024-01-15,BEV-015,STR-036,276,36,106,206,False
2024-01-15,BEV-016,STR-036,87,37,55,69,False
2024-01-15,BEV-017,STR-036,196,29,54,171,False
2024-01-15,BEV-018,STR-036,118,60,82,96,False
2024-01-15,BEV-019,STR-036,187,63,201,49,False
2024-01-15,BEV-020,STR-036,276,62,64,274,False
2024-01-15,BEV-001,STR-037,288,130,47,371,False
2024-01-15,BEV-002,STR-037,255,38,95,198,False
2024-01-15,BEV-003,STR-037,100,22,117,5,False
2024-01-15,BEV-004,STR-037,183,75,58,200,False
2024-01-15,BEV-005,STR-037,206,148,36,318,False
2024-01-15,BEV-006,STR-037,167,55,194,28,False
2024-01-15,BEV-007,STR-037,85,93,109,69,False
2024-01-15,BEV-008,STR-037,125,39,85,79,False
2024-01-15,BEV-009,STR-037,260,54,87,227,False
2024-01-15,BEV-010,STR-037,241,66,39,268,False
2024-01-15,BEV-011,STR-037,115,35,83,67,False
2024-01-15,BEV-012,STR-037,294,127,126,295,False
2024-01-15,BEV-013,STR-037,256,84,156,184,False
2024-01-15,BEV-014,STR-037,142,71,66,147,False
2024-01-15,BEV-015,STR-037,152,79,68,163,False
2024-01-15,BEV-016,STR-037,180,36,104,112,False
2024-01-15,BEV-017,STR-037,274,57,160,171,False
2024-01-15,BEV-018,STR-037,108,50,103,55,False
2024-01-15,BEV-019,STR-037,266,73,47,292,False
2024-01-15,BEV-020,STR-037,181,45,40,186,False
2024-01-15,BEV-001,STR-038,220,38,80,178,False
2024-01-15,BEV-002,STR-038,190,46,81,155,False
2024-01-15,BEV-003,STR-038,92,71,150,13,False
2024-01-15,BEV-004,STR-038,177,38,63,152,False
2024-01-15,BEV-005,STR-038,162,22,85,99,False
2024-01-15,BEV-006,STR-038,146,45,60,131,False
2024-01-15,BEV-007,STR-038,85,46,88,43,False
2024-01-15,BEV-008,STR-038,184,107,38,253,False
2024-01-15,BEV-009,STR-038,89,35,27,97,False
2024-01-15,BEV-010,STR-038,102,66,97,71,False
2024-01-15,BEV-011,STR-038,91,96,104,83,False
2024-01-15,BEV-012,STR-038,97,77,58,116,False
2024-01-15,BEV-013,STR-038,209,106,120,195,False
2024-01-15,BEV-014,STR-038,143,106,69,180,False
2024-01-15,BEV-015,STR-038,272,73,97,248,False
2024-01-15,BEV-016,STR-038,250,97,81,266,False
2024-01-15,BEV-017,STR-038,283,33,112,204,False
2024-01-15,BEV-018,STR-038,251,57,131,177,False
2024-01-15,BEV-019,STR-038,265,124,160,229,False
2024-01-15,BEV-020,STR-038,256,35,119,172,False
2024-01-15,BEV-001,STR-039,161,93,66,188,False
2024-01-15,BEV-002,STR-039,290,49,191,148,False
2024-01-15,BEV-003,STR-039,147,90,61,176,False
2024-01-15,BEV-004,STR-039,159,134,59,234,False
2024-01-15,BEV-005,STR-039,116,74,74,116,False
2024-01-15,BEV-006,STR-039,246,116,63,299,False
2024-01-15,BEV-007,STR-039,270,118,104,284,False
2024-01-15,BEV-008,STR-039,191,137,106,222,False
2024-01-15,BEV-009,STR-039,241,76,96,221,False
2024-01-15,BEV-010,STR-039,176,81,92,165,False
2024-01-15,BEV-011,STR-039,118,93,144,67,False
2024-01-15,BEV-012,STR-039,146,48,79,115,False
2024-01-15,BEV-013,STR-039,110,79,66,123,False
2024-01-15,BEV-014,STR-039,118,20,81,57,False
2024-01-15,BEV-015,STR-039,135,120,36,219,False
2024-01-15,BEV-016,STR-039,265,110,101,274,False
2024-01-15,BEV-017,STR-039,228,149,90,287,False
2024-01-15,BEV-018,STR-039,221,125,55,291,False
2024-01-15,BEV-019,STR-039,210,24,37,197,False
2024-01-15,BEV-020,STR-039,160,148,107,201,False
2024-01-15,BEV-001,STR-040,199,62,87,174,False
2024-01-15,BEV-002,STR-040,171,97,33,235,False
2024-01-15,BEV-003,STR-040,288,34,95,227,False
2024-01-15,BEV-004,STR-040,125,26,206,0,True
2024-01-15,BEV-005,STR-040,249,134,51,332,False
2024-01-15,BEV-006,STR-040,86,107,34,159,False
2024-01-15,BEV-007,STR-040,169,38,121,86,False
2024-01-15,BEV-008,STR-040,132,109,173,68,False
2024-01-15,BEV-009,STR-040,95,81,29,147,False
2024-01-15,BEV-010,STR-040,273,84,78,279,False
2024-01-15,BEV-011,STR-040,191,55,105,141,False
2024-01-15,BEV-012,STR-040,242,43,65,220,False
2024-01-15,BEV-013,STR-040,148,138,188,98,False
2024-01-15,BEV-014,STR-040,236,148,63,321,False
2024-01-15,BEV-015,STR-040,264,142,155,251,False
2024-01-15,BEV-016,STR-040,216,119,57,278,False
2024-01-15,BEV-017,STR-040,287,34,55,266,False
2024-01-15,BEV-018,STR-040,153,55,54,154,False
2024-01-15,BEV-019,STR-040,132,98,33,197,False
2024-01-15,BEV-020,STR-040,210,60,44,226,False
2024-01-22,BEV-001,STR-001,116,107,85,138,False
2024-01-22,BEV-002,STR-001,93,54,41,106,False
2024-01-22,BEV-003,STR-001,223,90,89,224,False
2024-01-22,BEV-004,STR-001,242,27,107,162,False
2024-01-22,BEV-005,STR-001,267,31,26,272,False
2024-01-22,BEV-006,STR-001,256,129,40,345,False
2024-01-22,BEV-007,STR-001,159,134,31,262,False
2024-01-22,BEV-008,STR-001,147,64,85,126,False
2024-01-22,BEV-009,STR-001,120,80,113,87,False
2024-01-22,BEV-010,STR-001,155,118,36,237,False
2024-01-22,BEV-011,STR-001,146,21,81,86,False
2024-01-22,BEV-012,STR-001,201,35,53,183,False
2024-01-22,BEV-013,STR-001,102,114,120,96,False
2024-01-22,BEV-014,STR-001,193,60,147,106,False
2024-01-22,BEV-015,STR-001,237,138,22,353,False
2024-01-22,BEV-016,STR-001,201,74,93,182,False
2024-01-22,BEV-017,STR-001,287,129,95,321,False
2024-01-22,BEV-018,STR-001,179,47,36,190,False
2024-01-22,BEV-019,STR-001,257,47,85,219,False
2024-01-22,BEV-020,STR-001,202,45,107,140,False
2024-01-22,BEV-001,STR-002,246,32,32,246,False
2024-01-22,BEV-002,STR-002,150,73,96,127,False
2024-01-22,BEV-003,STR-002,92,139,68,163,False
2024-01-22,BEV-004,STR-002,138,23,87,74,False
2024-01-22,BEV-005,STR-002,159,79,87,151,False
2024-01-22,BEV-006,STR-002,126,96,204,18,False
2024-01-22,BEV-007,STR-002,281,24,46,259,False
2024-01-22,BEV-008,STR-002,115,38,55,98,False
2024-01-22,BEV-009,STR-002,109,130,118,121,False
2024-01-22,BEV-010,STR-002,120,47,21,146,False
2024-01-22,BEV-011,STR-002,110,31,71,70,False
2024-01-22,BEV-012,STR-002,294,61,111,244,False
2024-01-22,BEV-013,STR-002,280,109,109,280,False
2024-01-22,BEV-014,STR-002,264,35,147,152,False
2024-01-22,BEV-015,STR-002,284,118,88,314,False
2024-01-22,BEV-016,STR-002,257,134,58,333,False
2024-01-22,BEV-017,STR-002,296,32,76,252,False
2024-01-22,BEV-018,STR-002,139,47,31,155,False
2024-01-22,BEV-019,STR-002,188,111,93,206,False
2024-01-22,BEV-020,STR-002,208,41,59,190,False
2024-01-22,BEV-001,STR-003,164,46,64,146,False
2024-01-22,BEV-002,STR-003,228,63,24,267,False
2024-01-22,BEV-003,STR-003,159,129,90,198,False
2024-01-22,BEV-004,STR-003,103,36,29,110,False
2024-01-22,BEV-005,STR-003,84,57,53,88,False
2024-01-22,BEV-006,STR-003,138,124,50,212,False
2024-01-22,BEV-007,STR-003,175,109,90,194,False
2024-01-22,BEV-008,STR-003,150,119,89,180,False
2024-01-22,BEV-009,STR-003,134,90,51,173,False
2024-01-22,BEV-010,STR-003,250,110,117,243,False
2024-01-22,BEV-011,STR-003,245,131,44,332,False
2024-01-22,BEV-012,STR-003,295,107,104,298,False
2024-01-22,BEV-013,STR-003,140,127,110,157,False
2024-01-22,BEV-014,STR-003,236,53,78,211,False
2024-01-22,BEV-015,STR-003,228,64,112,180,False
2024-01-22,BEV-016,STR-003,208,113,68,253,False
2024-01-22,BEV-017,STR-003,107,125,76,156,False
2024-01-22,BEV-018,STR-003,109,47,56,100,False
2024-01-22,BEV-019,STR-003,236,50,114,172,False
2024-01-22,BEV-020,STR-003,186,102,98,190,False
2024-01-22,BEV-001,STR-004,281,128,91,318,False
2024-01-22,BEV-002,STR-004,110,60,54,116,False
2024-01-22,BEV-003,STR-004,143,141,21,263,False
2024-01-22,BEV-004,STR-004,249,63,60,252,False
2024-01-22,BEV-005,STR-004,238,135,88,285,False
2024-01-22,BEV-006,STR-004,218,55,72,201,False
2024-01-22,BEV-007,STR-004,187,51,39,199,False
2024-01-22,BEV-008,STR-004,294,123,110,307,False
2024-01-22,BEV-009,STR-004,246,86,46,286,False
2024-01-22,BEV-010,STR-004,267,111,26,352,False
2024-01-22,BEV-011,STR-004,104,47,72,79,False
2024-01-22,BEV-012,STR-004,226,38,165,99,False
2024-01-22,BEV-013,STR-004,135,132,45,222,False
2024-01-22,BEV-014,STR-004,167,121,66,222,False
2024-01-22,BEV-015,STR-004,205,101,70,236,False
2024-01-22,BEV-016,STR-004,120,145,38,227,False
2024-01-22,BEV-017,STR-004,92,118,77,133,False
2024-01-22,BEV-018,STR-004,275,102,230,147,False
2024-01-22,BEV-019,STR-004,103,116,110,109,False
2024-01-22,BEV-020,STR-004,152,22,169,5,False
2024-01-22,BEV-001,STR-005,82,49,75,56,False
2024-01-22,BEV-002,STR-005,225,85,86,224,False
2024-01-22,BEV-003,STR-005,291,46,34,303,False
2024-01-22,BEV-004,STR-005,179,124,162,141,False
2024-01-22,BEV-005,STR-005,189,38,50,177,False
2024-01-22,BEV-006,STR-005,95,45,95,45,False
2024-01-22,BEV-007,STR-005,93,66,104,55,False
2024-01-22,BEV-008,STR-005,225,130,156,199,False
2024-01-22,BEV-009,STR-005,226,49,109,166,False
2024-01-22,BEV-010,STR-005,184,67,165,86,False
2024-01-22,BEV-011,STR-005,262,61,34,289,False
2024-01-22,BEV-012,STR-005,244,60,20,284,False
2024-01-22,BEV-013,STR-005,253,115,35,333,False
2024-01-22,BEV-014,STR-005,173,107,74,206,False
2024-01-22,BEV-015,STR-005,281,20,85,216,False
2024-01-22,BEV-016,STR-005,133,135,57,211,False
2024-01-22,BEV-017,STR-005,114,24,81,57,False
2024-01-22,BEV-018,STR-005,238,128,104,262,False
2024-01-22,BEV-019,STR-005,116,138,90,164,False
2024-01-22,BEV-020,STR-005,232,126,40,318,False
2024-01-22,BEV-001,STR-006,192,86,82,196,False
2024-01-22,BEV-002,STR-006,117,149,39,227,False
2024-01-22,BEV-003,STR-006,271,105,65,311,False
2024-01-22,BEV-004,STR-006,90,138,112,116,False
2024-01-22,BEV-005,STR-006,161,54,34,181,False
2024-01-22,BEV-006,STR-006,251,64,29,286,False
2024-01-22,BEV-007,STR-006,228,28,156,100,False
2024-01-22,BEV-008,STR-006,174,20,90,104,False
2024-01-22,BEV-009,STR-006,290,22,112,200,False
2024-01-22,BEV-010,STR-006,246,113,47,312,False
2024-01-22,BEV-011,STR-006,223,107,77,253,False
2024-01-22,BEV-012,STR-006,288,46,110,224,False
2024-01-22,BEV-013,STR-006,108,146,109,145,False
2024-01-22,BEV-014,STR-006,199,124,68,255,False
2024-01-22,BEV-015,STR-006,157,88,213,32,False
2024-01-22,BEV-016,STR-006,186,121,61,246,False
2024-01-22,BEV-017,STR-006,85,59,46,98,False
2024-01-22,BEV-018,STR-006,112,86,85,113,False
2024-01-22,BEV-019,STR-006,230,41,65,206,False
2024-01-22,BEV-020,STR-006,151,97,73,175,False
2024-01-22,BEV-001,STR-007,173,135,25,283,False
2024-01-22,BEV-002,STR-007,215,128,156,187,False
2024-01-22,BEV-003,STR-007,245,53,21,277,False
2024-01-22,BEV-004,STR-007,153,114,56,211,False
2024-01-22,BEV-005,STR-007,218,62,43,237,False
2024-01-22,BEV-006,STR-007,114,109,84,139,False
2024-01-22,BEV-007,STR-007,293,84,20,357,False
2024-01-22,BEV-008,STR-007,127,58,113,72,False
2024-01-22,BEV-009,STR-007,293,123,32,384,False
2024-01-22,BEV-010,STR-007,252,120,89,283,False
2024-01-22,BEV-011,STR-007,111,142,78,175,False
2024-01-22,BEV-012,STR-007,173,143,78,238,False
2024-01-22,BEV-013,STR-007,202,101,112,191,False
2024-01-22,BEV-014,STR-007,187,86,135,138,False
2024-01-22,BEV-015,STR-007,91,39,118,12,False
2024-01-22,BEV-016,STR-007,129,145,94,180,False
2024-01-22,BEV-017,STR-007,220,61,60,221,False
2024-01-22,BEV-018,STR-007,157,98,157,98,False
2024-01-22,BEV-019,STR-007,105,129,119,115,False
2024-01-22,BEV-020,STR-007,117,116,90,143,False
2024-01-22,BEV-001,STR-008,217,30,39,208,False
2024-01-22,BEV-002,STR-008,210,142,55,297,False
2024-01-22,BEV-003,STR-008,102,81,96,87,False
2024-01-22,BEV-004,STR-008,277,60,75,262,False
2024-01-22,BEV-005,STR-008,200,112,49,263,False
2024-01-22,BEV-006,STR-008,83,70,74,79,False
2024-01-22,BEV-007,STR-008,262,126,77,311,False
2024-01-22,BEV-008,STR-008,270,91,88,273,False
2024-01-22,BEV-009,STR-008,149,88,41,196,False
2024-01-22,BEV-010,STR-008,87,142,72,157,False
2024-01-22,BEV-011,STR-008,215,131,134,212,False
2024-01-22,BEV-012,STR-008,281,91,60,312,False
2024-01-22,BEV-013,STR-008,87,91,85,93,False
2024-01-22,BEV-014,STR-008,291,26,63,254,False
2024-01-22,BEV-015,STR-008,125,100,58,167,False
2024-01-22,BEV-016,STR-008,251,24,109,166,False
2024-01-22,BEV-017,STR-008,232,102,99,235,False
2024-01-22,BEV-018,STR-008,123,83,92,114,False
2024-01-22,BEV-019,STR-008,102,69,68,103,False
2024-01-22,BEV-020,STR-008,294,144,67,371,False
2024-01-22,BEV-001,STR-009,115,105,78,142,False
2024-01-22,BEV-002,STR-009,254,75,77,252,False
2024-01-22,BEV-003,STR-009,148,56,129,75,False
2024-01-22,BEV-004,STR-009,291,61,101,251,False
2024-01-22,BEV-005,STR-009,237,113,31,319,False
2024-01-22,BEV-006,STR-009,101,75,33,143,False
2024-01-22,BEV-007,STR-009,278,133,118,293,False
2024-01-22,BEV-008,STR-009,201,97,97,201,False
2024-01-22,BEV-009,STR-009,218,115,28,305,False
2024-01-22,BEV-010,STR-009,161,53,119,95,False
2024-01-22,BEV-011,STR-009,142,21,28,135,False
2024-01-22,BEV-012,STR-009,269,62,48,283,False
2024-01-22,BEV-013,STR-009,174,37,97,114,False
2024-01-22,BEV-014,STR-009,227,26,39,214,False
2024-01-22,BEV-015,STR-009,293,71,101,263,False
2024-01-22,BEV-016,STR-009,116,117,119,114,False
2024-01-22,BEV-017,STR-009,125,122,81,166,False
2024-01-22,BEV-018,STR-009,121,79,64,136,False
2024-01-22,BEV-019,STR-009,207,123,77,253,False
2024-01-22,BEV-020,STR-009,159,97,77,179,False
2024-01-22,BEV-001,STR-010,203,51,76,178,False
2024-01-22,BEV-002,STR-010,245,45,87,203,False
2024-01-22,BEV-003,STR-010,109,122,191,40,False
2024-01-22,BEV-004,STR-010,216,51,24,243,False
2024-01-22,BEV-005,STR-010,263,72,50,285,False
2024-01-22,BEV-006,STR-010,214,100,73,241,False
2024-01-22,BEV-007,STR-010,259,95,65,289,False
2024-01-22,BEV-008,STR-010,293,88,45,336,False
2024-01-22,BEV-009,STR-010,97,56,22,131,False
2024-01-22,BEV-010,STR-010,214,80,61,233,False
2024-01-22,BEV-011,STR-010,210,20,106,124,False
2024-01-22,BEV-012,STR-010,139,143,80,202,False
2024-01-22,BEV-013,STR-010,150,110,63,197,False
2024-01-22,BEV-014,STR-010,265,50,124,191,False
2024-01-22,BEV-015,STR-010,87,138,77,148,False
2024-01-22,BEV-016,STR-010,222,26,144,104,False
2024-01-22,BEV-017,STR-010,214,39,49,204,False
2024-01-22,BEV-018,STR-010,150,137,89,198,False
2024-01-22,BEV-019,STR-010,222,144,160,206,False
2024-01-22,BEV-020,STR-010,144,117,72,189,False
2024-01-22,BEV-001,STR-011,255,22,79,198,False
2024-01-22,BEV-002,STR-011,267,94,89,272,False
2024-01-22,BEV-003,STR-011,147,35,117,65,False
2024-01-22,BEV-004,STR-011,96,119,104,111,False
2024-01-22,BEV-005,STR-011,111,140,71,180,False
2024-01-22,BEV-006,STR-011,197,131,41,287,False
2024-01-22,BEV-007,STR-011,177,24,113,88,False
2024-01-22,BEV-008,STR-011,168,111,49,230,False
2024-01-22,BEV-009,STR-011,225,22,136,111,False
2024-01-22,BEV-010,STR-011,107,53,38,122,False
2024-01-22,BEV-011,STR-011,165,136,98,203,False
2024-01-22,BEV-012,STR-011,109,67,102,74,False
2024-01-22,BEV-013,STR-011,144,60,59,145,False
2024-01-22,BEV-014,STR-011,172,116,46,242,False
2024-01-22,BEV-015,STR-011,160,121,69,212,False
2024-01-22,BEV-016,STR-011,272,60,111,221,False
2024-01-22,BEV-017,STR-011,202,52,116,138,False
2024-01-22,BEV-018,STR-011,293,101,42,352,False
2024-01-22,BEV-019,STR-011,224,103,115,212,False
2024-01-22,BEV-020,STR-011,262,109,24,347,False
2024-01-22,BEV-001,STR-012,266,90,88,268,False
2024-01-22,BEV-002,STR-012,184,76,24,236,False
2024-01-22,BEV-003,STR-012,99,94,32,161,False
2024-01-22,BEV-004,STR-012,278,57,42,293,False
2024-01-22,BEV-005,STR-012,106,132,37,201,False
2024-01-22,BEV-006,STR-012,297,33,81,249,False
2024-01-22,BEV-007,STR-012,116,111,67,160,False
2024-01-22,BEV-008,STR-012,279,73,57,295,False
2024-01-22,BEV-009,STR-012,204,142,45,301,False
2024-01-22,BEV-010,STR-012,110,117,62,165,False
2024-01-22,BEV-011,STR-012,202,132,81,253,False
2024-01-22,BEV-012,STR-012,164,109,146,127,False
2024-01-22,BEV-013,STR-012,171,147,31,287,False
2024-01-22,BEV-014,STR-012,101,22,57,66,False
2024-01-22,BEV-015,STR-012,171,82,108,145,False
2024-01-22,BEV-016,STR-012,145,65,41,169,False
