week_start_date,product_id,store_id,region,units_sold,revenue,promotion_flag,promotion_type,discount_pct
2024-02-12,BEV-006,STR-001,East,212,16866.25,1,Price Cut,0.08
2024-02-12,BEV-007,STR-001,East,75,8142.0,0,,0.0
2024-02-12,BEV-008,STR-001,East,150,4854.87,1,Display Feature,0.19
2024-02-12,BEV-009,STR-001,East,101,9152.62,0,,0.0
2024-02-12,BEV-010,STR-001,East,84,6363.84,0,,0.0
2024-02-12,BEV-011,STR-001,East,61,4905.69,1,BOGO,0.22
2024-02-12,BEV-012,STR-001,East,220,5287.28,1,Bundle,0.18
2024-02-12,BEV-013,STR-001,East,90,7655.4,0,,0.0
2024-02-12,BEV-014,STR-001,East,24,668.16,0,,0.0
2024-02-12,BEV-015,STR-001,East,42,2461.62,0,,0.0
2024-02-12,BEV-016,STR-001,East,199,8366.72,1,Bundle,0.17
2024-02-12,BEV-017,STR-001,East,71,3569.88,0,,0.0
2024-02-12,BEV-018,STR-001,East,56,6441.68,0,,0.0
2024-02-12,BEV-019,STR-001,East,183,9254.39,1,BOGO,0.11
2024-02-12,BEV-020,STR-001,East,112,4486.72,0,,0.0
2024-02-12,BEV-001,STR-002,North,143,4040.51,1,Price Cut,0.27
2024-02-12,BEV-002,STR-002,North,189,14480.06,1,BOGO,0.13
2024-02-12,BEV-003,STR-002,North,99,8832.78,0,,0.0
2024-02-12,BEV-004,STR-002,North,49,4942.14,0,,0.0
2024-02-12,BEV-005,STR-002,North,38,847.02,0,,0.0
2024-02-12,BEV-006,STR-002,North,36,3111.12,0,,0.0
2024-02-12,BEV-007,STR-002,North,104,11290.24,0,,0.0
2024-02-12,BEV-008,STR-002,North,83,3295.93,0,,0.0
2024-02-12,BEV-009,STR-002,North,38,3443.56,0,,0.0
2024-02-12,BEV-010,STR-002,North,100,7576.0,0,,0.0
2024-02-12,BEV-011,STR-002,North,89,9105.59,0,,0.0
2024-02-12,BEV-012,STR-002,North,143,3483.12,1,BOGO,0.17
2024-02-12,BEV-013,STR-002,North,50,4253.0,0,,0.0
2024-02-12,BEV-014,STR-002,North,113,3145.92,0,,0.0
2024-02-12,BEV-015,STR-002,North,34,1992.74,0,,0.0
2024-02-12,BEV-016,STR-002,North,35,1767.5,0,,0.0
2024-02-12,BEV-017,STR-002,North,63,3167.64,0,,0.0
2024-02-12,BEV-018,STR-002,North,114,13113.42,0,,0.0
2024-02-12,BEV-019,STR-002,North,86,3780.75,1,Display Feature,0.23
2024-02-12,BEV-020,STR-002,North,61,2443.66,0,,0.0
2024-02-12,BEV-001,STR-003,East,92,3541.08,0,,0.0
2024-02-12,BEV-002,STR-003,East,64,4612.44,1,Display Feature,0.18
2024-02-12,BEV-003,STR-003,East,117,9683.51,1,Bundle,0.08
2024-02-12,BEV-004,STR-003,East,84,8472.24,0,,0.0
2024-02-12,BEV-005,STR-003,East,73,1627.17,0,,0.0
2024-02-12,BEV-006,STR-003,East,65,5617.3,0,,0.0
2024-02-12,BEV-007,STR-003,East,41,4450.96,0,,0.0
2024-02-12,BEV-008,STR-003,East,89,3534.19,0,,0.0
2024-02-12,BEV-009,STR-003,East,40,2591.91,1,Bundle,0.3
2024-02-12,BEV-010,STR-003,East,31,2348.56,0,,0.0
2024-02-12,BEV-011,STR-003,East,173,14188.72,1,Price Cut,0.2
2024-02-12,BEV-012,STR-003,East,44,1286.56,0,,0.0
2024-02-12,BEV-013,STR-003,East,41,3487.46,0,,0.0
2024-02-12,BEV-014,STR-003,East,74,2060.16,0,,0.0
2024-02-12,BEV-015,STR-003,East,118,6915.98,0,,0.0
2024-02-12,BEV-016,STR-003,East,126,4997.87,1,BOGO,0.22
2024-02-12,BEV-017,STR-003,East,125,5790.32,1,Price Cut,0.08
2024-02-12,BEV-018,STR-003,East,44,5061.32,0,,0.0
2024-02-12,BEV-019,STR-003,East,78,4418.7,0,,0.0
2024-02-12,BEV-020,STR-003,East,57,2283.42,0,,0.0
2024-02-12,BEV-001,STR-004,East,33,1270.17,0,,0.0
2024-02-12,BEV-002,STR-004,East,34,2982.14,0,,0.0
2024-02-12,BEV-003,STR-004,East,110,9250.18,1,Display Feature,0.06
2024-02-12,BEV-004,STR-004,East,25,2521.5,0,,0.0
2024-02-12,BEV-005,STR-004,East,71,1582.59,0,,0.0
2024-02-12,BEV-006,STR-004,East,33,2388.17,1,Display Feature,0.18
2024-02-12,BEV-007,STR-004,East,201,17530.12,1,BOGO,0.2
2024-02-12,BEV-008,STR-004,East,34,1056.45,1,Price Cut,0.23
2024-02-12,BEV-009,STR-004,East,33,2990.46,0,,0.0
2024-02-12,BEV-010,STR-004,East,24,1818.24,0,,0.0
2024-02-12,BEV-011,STR-004,East,94,9617.14,0,,0.0
2024-02-12,BEV-012,STR-004,East,115,3362.6,0,,0.0
2024-02-12,BEV-013,STR-004,East,38,3232.28,0,,0.0
2024-02-12,BEV-014,STR-004,East,53,1475.52,0,,0.0
2024-02-12,BEV-015,STR-004,East,95,5567.95,0,,0.0
2024-02-12,BEV-016,STR-004,East,36,1818.0,0,,0.0
2024-02-12,BEV-017,STR-004,East,101,5078.28,0,,0.0
2024-02-12,BEV-018,STR-004,East,64,7361.92,0,,0.0
2024-02-12,BEV-019,STR-004,East,75,4248.75,0,,0.0
2024-02-12,BEV-020,STR-004,East,153,4303.75,1,Price Cut,0.3
2024-02-12,BEV-001,STR-005,South,188,6326.65,1,Bundle,0.13
2024-02-12,BEV-002,STR-005,South,63,5525.73,0,,0.0
2024-02-12,BEV-003,STR-005,South,44,3434.86,1,Bundle,0.14
2024-02-12,BEV-004,STR-005,South,71,7161.06,0,,0.0
2024-02-12,BEV-005,STR-005,South,39,869.31,0,,0.0
2024-02-12,BEV-006,STR-005,South,92,6297.34,1,Bundle,0.21
2024-02-12,BEV-007,STR-005,South,32,3473.92,0,,0.0
2024-02-12,BEV-008,STR-005,South,80,3176.8,0,,0.0
2024-02-12,BEV-009,STR-005,South,202,15761.2,1,BOGO,0.14
2024-02-12,BEV-010,STR-005,South,52,3939.52,0,,0.0
2024-02-12,BEV-011,STR-005,South,93,9514.83,0,,0.0
2024-02-12,BEV-012,STR-005,South,67,1473.0,1,Bundle,0.25
2024-02-12,BEV-013,STR-005,South,105,7075.48,1,Bundle,0.21
2024-02-12,BEV-014,STR-005,South,24,668.16,0,,0.0
2024-02-12,BEV-015,STR-005,South,106,6212.66,0,,0.0
2024-02-12,BEV-016,STR-005,South,80,4040.0,0,,0.0
2024-02-12,BEV-017,STR-005,South,94,4726.32,0,,0.0
2024-02-12,BEV-018,STR-005,South,79,9087.37,0,,0.0
2024-02-12,BEV-019,STR-005,South,101,5721.65,0,,0.0
2024-02-12,BEV-020,STR-005,South,101,4046.06,0,,0.0
2024-02-12,BEV-001,STR-006,West,69,2655.81,0,,0.0
2024-02-12,BEV-002,STR-006,West,51,3643.88,1,BOGO,0.2
2024-02-12,BEV-003,STR-006,West,96,8565.12,0,,0.0
2024-02-12,BEV-004,STR-006,West,78,5968.18,1,Bundle,0.25
2024-02-12,BEV-005,STR-006,West,172,3299.06,1,Price Cut,0.14
2024-02-12,BEV-006,STR-006,West,78,6740.76,0,,0.0
2024-02-12,BEV-007,STR-006,West,112,12158.72,0,,0.0
2024-02-12,BEV-008,STR-006,West,104,4129.84,0,,0.0
2024-02-12,BEV-009,STR-006,West,55,4984.1,0,,0.0
2024-02-12,BEV-010,STR-006,West,61,4621.36,0,,0.0
2024-02-12,BEV-011,STR-006,West,28,2864.68,0,,0.0
2024-02-12,BEV-012,STR-006,West,94,2748.56,0,,0.0
2024-02-12,BEV-013,STR-006,West,166,12167.58,1,Bundle,0.14
2024-02-12,BEV-014,STR-006,West,94,2616.96,0,,0.0
2024-02-12,BEV-015,STR-006,West,109,5731.87,1,Bundle,0.11
2024-02-12,BEV-016,STR-006,West,132,4832.34,1,Price Cut,0.28
2024-02-12,BEV-017,STR-006,West,61,3067.08,0,,0.0
2024-02-12,BEV-018,STR-006,West,119,13688.57,0,,0.0
2024-02-12,BEV-019,STR-006,West,96,5438.4,0,,0.0
2024-02-12,BEV-020,STR-006,West,61,1760.66,1,BOGO,0.28
2024-02-12,BEV-001,STR-007,West,51,1962.99,0,,0.0
2024-02-12,BEV-002,STR-007,West,57,4999.47,0,,0.0
2024-02-12,BEV-003,STR-007,West,93,8297.46,0,,0.0
2024-02-12,BEV-004,STR-007,West,176,15869.2,1,Display Feature,0.11
2024-02-12,BEV-005,STR-007,West,115,2563.35,0,,0.0
2024-02-12,BEV-006,STR-007,West,71,6135.82,0,,0.0
2024-02-12,BEV-007,STR-007,West,97,10530.32,0,,0.0
2024-02-12,BEV-008,STR-007,West,134,4323.12,1,Price Cut,0.19
2024-02-12,BEV-009,STR-007,West,113,10240.06,0,,0.0
2024-02-12,BEV-010,STR-007,West,75,5682.0,0,,0.0
2024-02-12,BEV-011,STR-007,West,46,4706.26,0,,0.0
2024-02-12,BEV-012,STR-007,West,44,1286.56,0,,0.0
2024-02-12,BEV-013,STR-007,West,24,2041.44,0,,0.0
2024-02-12,BEV-014,STR-007,West,51,1191.19,1,BOGO,0.17
2024-02-12,BEV-015,STR-007,West,191,8516.14,1,Display Feature,0.24
2024-02-12,BEV-016,STR-007,West,58,2929.0,0,,0.0
2024-02-12,BEV-017,STR-007,West,168,6871.67,1,Price Cut,0.19
2024-02-12,BEV-018,STR-007,West,82,9432.46,0,,0.0
2024-02-12,BEV-019,STR-007,West,98,5551.7,0,,0.0
2024-02-12,BEV-020,STR-007,West,164,5133.48,1,Price Cut,0.22
2024-02-12,BEV-001,STR-008,North,39,1501.11,0,,0.0
2024-02-12,BEV-002,STR-008,North,200,15675.67,1,BOGO,0.11
2024-02-12,BEV-003,STR-008,North,94,7160.63,1,Bundle,0.15
2024-02-12,BEV-004,STR-008,North,69,6959.34,0,,0.0
2024-02-12,BEV-005,STR-008,North,37,690.28,1,BOGO,0.17
2024-02-12,BEV-006,STR-008,North,28,2056.73,1,Price Cut,0.17
2024-02-12,BEV-007,STR-008,North,26,2822.56,0,,0.0
2024-02-12,BEV-008,STR-008,North,82,3256.22,0,,0.0
2024-02-12,BEV-009,STR-008,North,102,9243.24,0,,0.0
2024-02-12,BEV-010,STR-008,North,63,4772.88,0,,0.0
2024-02-12,BEV-011,STR-008,North,141,11615.13,1,Bundle,0.2
2024-02-12,BEV-012,STR-008,North,103,3011.72,0,,0.0
2024-02-12,BEV-013,STR-008,North,57,4848.42,0,,0.0
2024-02-12,BEV-014,STR-008,North,71,1976.64,0,,0.0
2024-02-12,BEV-015,STR-008,North,143,7254.71,1,BOGO,0.14
2024-02-12,BEV-016,STR-008,North,56,2828.0,0,,0.0
2024-02-12,BEV-017,STR-008,North,98,4927.44,0,,0.0
2024-02-12,BEV-018,STR-008,North,116,13343.48,0,,0.0
2024-02-12,BEV-019,STR-008,North,112,6344.8,0,,0.0
2024-02-12,BEV-020,STR-008,North,37,1038.08,1,BOGO,0.3
2024-02-12,BEV-001,STR-009,North,55,2116.95,0,,0.0
2024-02-12,BEV-002,STR-009,North,59,5174.89,0,,0.0
2024-02-12,BEV-003,STR-009,North,43,3836.46,0,,0.0
2024-02-12,BEV-004,STR-009,North,90,9077.4,0,,0.0
2024-02-12,BEV-005,STR-009,North,41,913.89,0,,0.0
2024-02-12,BEV-006,STR-009,North,34,2938.28,0,,0.0
2024-02-12,BEV-007,STR-009,North,44,4776.64,0,,0.0
2024-02-12,BEV-008,STR-009,North,85,3375.35,0,,0.0
2024-02-12,BEV-009,STR-009,North,51,4621.62,0,,0.0
2024-02-12,BEV-010,STR-009,North,63,4772.88,0,,0.0
2024-02-12,BEV-011,STR-009,North,109,11151.79,0,,0.0
2024-02-12,BEV-012,STR-009,North,34,994.16,0,,0.0
2024-02-12,BEV-013,STR-009,North,55,4678.3,0,,0.0
2024-02-12,BEV-014,STR-009,North,90,2505.6,0,,0.0
2024-02-12,BEV-015,STR-009,North,110,6447.1,0,,0.0
2024-02-12,BEV-016,STR-009,North,54,2727.0,0,,0.0
2024-02-12,BEV-017,STR-009,North,65,3268.2,0,,0.0
2024-02-12,BEV-018,STR-009,North,106,12193.18,0,,0.0
2024-02-12,BEV-019,STR-009,North,22,1246.3,0,,0.0
2024-02-12,BEV-020,STR-009,North,85,2671.62,1,Display Feature,0.22
2024-02-12,BEV-001,STR-010,South,95,3656.55,0,,0.0
2024-02-12,BEV-002,STR-010,South,65,5701.15,0,,0.0
2024-02-12,BEV-003,STR-010,South,34,3033.48,0,,0.0
2024-02-12,BEV-004,STR-010,South,27,2723.22,0,,0.0
2024-02-12,BEV-005,STR-010,South,133,2625.97,1,BOGO,0.12
2024-02-12,BEV-006,STR-010,South,25,2160.5,0,,0.0
2024-02-12,BEV-007,STR-010,South,92,9251.11,1,Price Cut,0.08
2024-02-12,BEV-008,STR-010,South,22,873.62,0,,0.0
2024-02-12,BEV-009,STR-010,South,116,10511.92,0,,0.0
2024-02-12,BEV-010,STR-010,South,46,2490.22,1,BOGO,0.29
2024-02-12,BEV-011,STR-010,South,105,7750.86,1,Price Cut,0.28
2024-02-12,BEV-012,STR-010,South,226,6093.1,1,Bundle,0.08
2024-02-12,BEV-013,STR-010,South,95,8080.7,0,,0.0
2024-02-12,BEV-014,STR-010,South,79,2199.36,0,,0.0
2024-02-12,BEV-015,STR-010,South,25,1465.25,0,,0.0
2024-02-12,BEV-016,STR-010,South,95,4797.5,0,,0.0
2024-02-12,BEV-017,STR-010,South,25,1257.0,0,,0.0
2024-02-12,BEV-018,STR-010,South,53,6096.59,0,,0.0
2024-02-12,BEV-019,STR-010,South,34,1387.15,1,Price Cut,0.29
2024-02-12,BEV-020,STR-010,South,40,1602.4,0,,0.0
2024-02-12,BEV-001,STR-011,South,114,4387.86,0,,0.0
2024-02-12,BEV-002,STR-011,South,225,15020.34,1,Display Feature,0.24
2024-02-12,BEV-003,STR-011,South,86,7271.84,1,Bundle,0.06
2024-02-12,BEV-004,STR-011,South,53,5345.58,0,,0.0
2024-02-12,BEV-005,STR-011,South,57,968.78,1,Price Cut,0.25
2024-02-12,BEV-006,STR-011,South,62,5358.04,0,,0.0
2024-02-12,BEV-007,STR-011,South,74,7034.91,1,BOGO,0.13
2024-02-12,BEV-008,STR-011,South,48,1906.08,0,,0.0
2024-02-12,BEV-009,STR-011,South,87,7883.94,0,,0.0
2024-02-12,BEV-010,STR-011,South,67,5075.92,0,,0.0
2024-02-12,BEV-011,STR-011,South,63,6445.53,0,,0.0
2024-02-12,BEV-012,STR-011,South,93,2719.32,0,,0.0
2024-02-12,BEV-013,STR-011,South,105,8931.3,0,,0.0
2024-02-12,BEV-014,STR-011,South,100,2784.0,0,,0.0
2024-02-12,BEV-015,STR-011,South,98,5743.78,0,,0.0
2024-02-12,BEV-016,STR-011,South,34,1717.0,0,,0.0
2024-02-12,BEV-017,STR-011,South,144,5683.25,1,BOGO,0.22
2024-02-12,BEV-018,STR-011,South,114,13113.42,0,,0.0
2024-02-12,BEV-019,STR-011,South,35,1982.75,0,,0.0
2024-02-12,BEV-020,STR-011,South,180,5195.23,1,Price Cut,0.28
2024-02-12,BEV-001,STR-012,South,109,4195.41,0,,0.0
2024-02-12,BEV-002,STR-012,South,27,2368.17,0,,0.0
2024-02-12,BEV-003,STR-012,South,67,5977.74,0,,0.0
2024-02-12,BEV-004,STR-012,South,105,10590.3,0,,0.0
2024-02-12,BEV-005,STR-012,South,81,1805.49,0,,0.0
2024-02-12,BEV-006,STR-012,South,67,5790.14,0,,0.0
2024-02-12,BEV-007,STR-012,South,27,2931.12,0,,0.0
2024-02-12,BEV-008,STR-012,South,89,3534.19,0,,0.0
2024-02-12,BEV-009,STR-012,South,155,12292.49,1,Bundle,0.13
2024-02-12,BEV-010,STR-012,South,47,3560.72,0,,0.0
2024-02-12,BEV-011,STR-012,South,63,4581.86,1,Bundle,0.3
2024-02-12,BEV-012,STR-012,South,117,3051.15,1,Display Feature,0.11
2024-02-12,BEV-013,STR-012,South,46,3555.29,1,Price Cut,0.1
2024-02-12,BEV-014,STR-012,South,96,2363.38,1,Display Feature,0.12
2024-02-12,BEV-015,STR-012,South,67,3926.87,0,,0.0
2024-02-12,BEV-016,STR-012,South,94,4192.54,1,BOGO,0.12
2024-02-12,BEV-017,STR-012,South,109,5480.52,0,,0.0
2024-02-12,BEV-018,STR-012,South,47,5406.41,0,,0.0
2024-02-12,BEV-019,STR-012,South,114,4605.14,1,Bundle,0.29
2024-02-12,BEV-020,STR-012,South,70,2251.31,1,Bundle,0.2
2024-02-12,BEV-001,STR-013,West,78,3002.22,0,,0.0
2024-02-12,BEV-002,STR-013,West,70,6139.7,0,,0.0
2024-02-12,BEV-003,STR-013,West,114,10171.08,0,,0.0
2024-02-12,BEV-004,STR-013,West,105,10590.3,0,,0.0
2024-02-12,BEV-005,STR-013,West,118,2630.22,0,,0.0
2024-02-12,BEV-006,STR-013,West,129,10179.98,1,Display Feature,0.09
2024-02-12,BEV-007,STR-013,West,110,11941.6,0,,0.0
2024-02-12,BEV-008,STR-013,West,57,2263.47,0,,0.0
2024-02-12,BEV-009,STR-013,West,40,3624.8,0,,0.0
2024-02-12,BEV-010,STR-013,West,117,7189.78,1,Price Cut,0.19
2024-02-12,BEV-011,STR-013,West,196,17505.68,1,Display Feature,0.13
2024-02-12,BEV-012,STR-013,West,20,584.8,0,,0.0
2024-02-12,BEV-013,STR-013,West,27,2296.62,0,,0.0
2024-02-12,BEV-014,STR-013,West,27,751.68,0,,0.0
2024-02-12,BEV-015,STR-013,West,78,4571.58,0,,0.0
2024-02-12,BEV-016,STR-013,West,98,4949.0,0,,0.0
2024-02-12,BEV-017,STR-013,West,63,3167.64,0,,0.0
2024-02-12,BEV-018,STR-013,West,97,11157.91,0,,0.0
2024-02-12,BEV-019,STR-013,West,67,3795.55,0,,0.0
2024-02-12,BEV-020,STR-013,West,32,1281.92,0,,0.0
2024-02-12,BEV-001,STR-014,South,63,2424.87,0,,0.0
2024-02-12,BEV-002,STR-014,South,46,4034.66,0,,0.0
2024-02-12,BEV-003,STR-014,South,54,4817.88,0,,0.0
2024-02-12,BEV-004,STR-014,South,165,15530.65,1,Price Cut,0.07
2024-02-12,BEV-005,STR-014,South,124,2636.93,1,BOGO,0.05
2024-02-12,BEV-006,STR-014,South,45,3888.9,0,,0.0
2024-02-12,BEV-007,STR-014,South,39,4233.84,0,,0.0
2024-02-12,BEV-008,STR-014,South,98,3891.58,0,,0.0
2024-02-12,BEV-009,STR-014,South,59,4492.34,1,Price Cut,0.17
2024-02-12,BEV-010,STR-014,South,101,7651.76,0,,0.0
2024-02-12,BEV-011,STR-014,South,83,8491.73,0,,0.0
2024-02-12,BEV-012,STR-014,South,28,818.72,0,,0.0
2024-02-12,BEV-013,STR-014,South,60,5103.6,0,,0.0
2024-02-12,BEV-014,STR-014,South,21,584.64,0,,0.0
2024-02-12,BEV-015,STR-014,South,51,2989.11,0,,0.0
2024-02-12,BEV-016,STR-014,South,83,4191.5,0,,0.0
2024-02-12,BEV-017,STR-014,South,193,8874.64,1,Bundle,0.09
2024-02-12,BEV-018,STR-014,South,60,5343.16,1,Bundle,0.23
2024-02-12,BEV-019,STR-014,South,108,4380.03,1,BOGO,0.29
2024-02-12,BEV-020,STR-014,South,71,2844.26,0,,0.0
2024-02-12,BEV-001,STR-015,West,72,2771.28,0,,0.0
2024-02-12,BEV-002,STR-015,West,151,12600.85,1,Price Cut,0.05
2024-02-12,BEV-003,STR-015,West,117,10438.74,0,,0.0
2024-02-12,BEV-004,STR-015,West,74,7463.64,0,,0.0
2024-02-12,BEV-005,STR-015,West,67,1420.93,1,BOGO,0.06
2024-02-12,BEV-006,STR-015,West,79,5961.99,1,Price Cut,0.13
2024-02-12,BEV-007,STR-015,West,109,11833.04,0,,0.0
2024-02-12,BEV-008,STR-015,West,78,3097.38,0,,0.0
2024-02-12,BEV-009,STR-015,West,78,7068.36,0,,0.0
2024-02-12,BEV-010,STR-015,West,29,2197.04,0,,0.0
2024-02-12,BEV-011,STR-015,West,67,5176.61,1,Bundle,0.25
2024-02-12,BEV-012,STR-015,West,65,1743.1,1,Price Cut,0.09
2024-02-12,BEV-013,STR-015,West,144,11037.38,1,Price Cut,0.1
2024-02-12,BEV-014,STR-015,West,98,2728.32,0,,0.0
2024-02-12,BEV-015,STR-015,West,91,5333.51,0,,0.0
2024-02-12,BEV-016,STR-015,West,106,5353.0,0,,0.0
2024-02-12,BEV-017,STR-015,West,66,2900.26,1,Display Feature,0.13
2024-02-12,BEV-018,STR-015,West,101,11618.03,0,,0.0
2024-02-12,BEV-019,STR-015,West,55,2276.37,1,BOGO,0.28
2024-02-12,BEV-020,STR-015,West,188,6500.51,1,Price Cut,0.14
2024-02-12,BEV-001,STR-016,North,69,2655.81,0,,0.0
2024-02-12,BEV-002,STR-016,North,56,4149.88,1,BOGO,0.16
2024-02-12,BEV-003,STR-016,North,68,6066.96,0,,0.0
2024-02-12,BEV-004,STR-016,North,54,5446.44,0,,0.0
2024-02-12,BEV-005,STR-016,North,101,2251.29,0,,0.0
2024-02-12,BEV-006,STR-016,North,21,1814.82,0,,0.0
2024-02-12,BEV-007,STR-016,North,29,3148.24,0,,0.0
2024-02-12,BEV-008,STR-016,North,154,5292.36,1,Price Cut,0.14
2024-02-12,BEV-009,STR-016,North,171,10857.37,1,Display Feature,0.3
2024-02-12,BEV-010,STR-016,North,38,2878.88,0,,0.0
2024-02-12,BEV-011,STR-016,North,93,9514.83,0,,0.0
2024-02-12,BEV-012,STR-016,North,41,1198.84,0,,0.0
2024-02-12,BEV-013,STR-016,North,161,10731.78,1,Display Feature,0.22
2024-02-12,BEV-014,STR-016,North,59,1642.56,0,,0.0
2024-02-12,BEV-015,STR-016,North,171,8457.16,1,Price Cut,0.16
2024-02-12,BEV-016,STR-016,North,56,2828.0,0,,0.0
2024-02-12,BEV-017,STR-016,North,92,4625.76,0,,0.0
2024-02-12,BEV-018,STR-016,North,103,11848.09,0,,0.0
2024-02-12,BEV-019,STR-016,North,45,2549.25,0,,0.0
2024-02-12,BEV-020,STR-016,North,58,1829.34,1,Price Cut,0.22
2024-02-12,BEV-001,STR-017,East,84,2787.24,1,Display Feature,0.14
2024-02-12,BEV-002,STR-017,East,104,9121.84,0,,0.0
2024-02-12,BEV-003,STR-017,East,104,9278.88,0,,0.0
2024-02-12,BEV-004,STR-017,East,65,6555.9,0,,0.0
2024-02-12,BEV-005,STR-017,East,34,656.62,1,Bundle,0.14
2024-02-12,BEV-006,STR-017,East,87,7518.54,0,,0.0
2024-02-12,BEV-007,STR-017,East,48,5210.88,0,,0.0
2024-02-12,BEV-008,STR-017,East,79,3137.09,0,,0.0
2024-02-12,BEV-009,STR-017,East,112,8449.23,1,BOGO,0.17
2024-02-12,BEV-010,STR-017,East,83,6288.08,0,,0.0
2024-02-12,BEV-011,STR-017,East,117,11970.27,0,,0.0
2024-02-12,BEV-012,STR-017,East,56,1637.44,0,,0.0
2024-02-12,BEV-013,STR-017,East,105,8931.3,0,,0.0
2024-02-12,BEV-014,STR-017,East,89,1967.56,1,Price Cut,0.21
2024-02-12,BEV-015,STR-017,East,28,1438.39,1,Bundle,0.15
2024-02-12,BEV-016,STR-017,East,167,7437.46,1,Display Feature,0.12
2024-02-12,BEV-017,STR-017,East,28,1407.84,0,,0.0
2024-02-12,BEV-018,STR-017,East,33,3795.99,0,,0.0
2024-02-12,BEV-019,STR-017,East,39,2209.35,0,,0.0
2024-02-12,BEV-020,STR-017,East,92,2701.62,1,BOGO,0.27
2024-02-12,BEV-001,STR-018,East,47,1809.03,0,,0.0
2024-02-12,BEV-002,STR-018,East,51,4473.21,0,,0.0
2024-02-12,BEV-003,STR-018,East,114,10171.08,0,,0.0
2024-02-12,BEV-004,STR-018,East,106,10691.16,0,,0.0
2024-02-12,BEV-005,STR-018,East,29,646.41,0,,0.0
2024-02-12,BEV-006,STR-018,East,67,5790.14,0,,0.0
2024-02-12,BEV-007,STR-018,East,86,9336.16,0,,0.0
2024-02-12,BEV-008,STR-018,East,60,2382.6,0,,0.0
2024-02-12,BEV-009,STR-018,East,96,8699.52,0,,0.0
2024-02-12,BEV-010,STR-018,East,188,12392.81,1,Bundle,0.13
2024-02-12,BEV-011,STR-018,East,34,3478.54,0,,0.0
2024-02-12,BEV-012,STR-018,East,34,994.16,0,,0.0
2024-02-12,BEV-013,STR-018,East,94,7995.64,0,,0.0
2024-02-12,BEV-014,STR-018,East,23,640.32,0,,0.0
2024-02-12,BEV-015,STR-018,East,71,4161.31,0,,0.0
2024-02-12,BEV-016,STR-018,East,221,9274.91,1,Price Cut,0.17
2024-02-12,BEV-017,STR-018,East,58,2210.44,1,BOGO,0.25
2024-02-12,BEV-018,STR-018,East,130,12499.95,1,Price Cut,0.17
2024-02-12,BEV-019,STR-018,East,78,3878.03,1,Display Feature,0.13
2024-02-12,BEV-020,STR-018,East,34,1362.04,0,,0.0
2024-02-12,BEV-001,STR-019,East,73,2809.77,0,,0.0
2024-02-12,BEV-002,STR-019,East,118,9450.47,1,Bundle,0.09
2024-02-12,BEV-003,STR-019,East,58,5174.76,0,,0.0
2024-02-12,BEV-004,STR-019,East,74,7463.64,0,,0.0
2024-02-12,BEV-005,STR-019,East,57,1270.53,0,,0.0
2024-02-12,BEV-006,STR-019,East,75,5121.87,1,Bundle,0.21
2024-02-12,BEV-007,STR-019,East,87,6802.1,1,Bundle,0.28
2024-02-12,BEV-008,STR-019,East,106,4209.26,0,,0.0
2024-02-12,BEV-009,STR-019,East,50,4531.0,0,,0.0
2024-02-12,BEV-010,STR-019,East,84,6363.84,0,,0.0
2024-02-12,BEV-011,STR-019,East,81,8287.11,0,,0.0
2024-02-12,BEV-012,STR-019,East,75,2193.0,0,,0.0
2024-02-12,BEV-013,STR-019,East,67,5699.02,0,,0.0
2024-02-12,BEV-014,STR-019,East,63,1753.92,0,,0.0
2024-02-12,BEV-015,STR-019,East,140,7558.75,1,BOGO,0.08
2024-02-12,BEV-016,STR-019,East,23,1161.5,0,,0.0
2024-02-12,BEV-017,STR-019,East,58,2916.24,0,,0.0
2024-02-12,BEV-018,STR-019,East,107,12308.21,0,,0.0
2024-02-12,BEV-019,STR-019,East,44,2492.6,0,,0.0
2024-02-12,BEV-020,STR-019,East,93,3725.58,0,,0.0
2024-02-12,BEV-001,STR-020,West,31,1193.19,0,,0.0
2024-02-12,BEV-002,STR-020,West,69,6051.99,0,,0.0
2024-02-12,BEV-003,STR-020,West,47,3412.03,1,Bundle,0.19
2024-02-12,BEV-004,STR-020,West,131,9938.15,1,Display Feature,0.25
2024-02-12,BEV-005,STR-020,West,74,1649.46,0,,0.0
2024-02-12,BEV-006,STR-020,West,77,4962.18,1,Display Feature,0.26
2024-02-12,BEV-007,STR-020,West,40,4342.4,0,,0.0
2024-02-12,BEV-008,STR-020,West,38,1508.98,0,,0.0
2024-02-12,BEV-009,STR-020,West,114,10330.68,0,,0.0
2024-02-12,BEV-010,STR-020,West,23,1742.48,0,,0.0
2024-02-12,BEV-011,STR-020,West,61,6240.91,0,,0.0
2024-02-12,BEV-012,STR-020,West,74,2163.76,0,,0.0
2024-02-12,BEV-013,STR-020,West,187,13107.44,1,Price Cut,0.18
2024-02-12,BEV-014,STR-020,West,102,2839.68,0,,0.0
2024-02-12,BEV-015,STR-020,West,43,2329.3,1,BOGO,0.08
2024-02-12,BEV-016,STR-020,West,81,4090.5,0,,0.0
2024-02-12,BEV-017,STR-020,West,33,1659.24,0,,0.0
2024-02-12,BEV-018,STR-020,West,77,8857.31,0,,0.0
2024-02-12,BEV-019,STR-020,West,26,1472.9,0,,0.0
2024-02-12,BEV-020,STR-020,West,88,3525.28,0,,0.0
2024-02-12,BEV-001,STR-021,North,71,2732.79,0,,0.0
